lead_id,lead_name,created_at,region,industry,channel,campaign_id,rep_id,lead_stage,estimated_value
1553,"Keller, Lin and Patton",2025-12-22,North,Technology,Webinar,9,7,Won,6582
1554,Doyle LLC,2025-04-07,East,Healthcare,Referral,3,11,Qualified,11051
1555,Bates Inc,2025-06-15,North,Manufacturing,Referral,3,4,Qualified,4286
1556,"Bennett, Bailey and Murray",2025-07-25,East,Manufacturing,Organic Search,1,11,Qualified,4615
1557,Pena Group,2024-07-13,South,Education,Referral,3,6,New,12979
1558,"Hubbard, Vaughn and Le",2024-10-19,North,Education,Paid Search,4,7,Qualified,12647
1559,"Solis, Lee and Moreno",2025-09-19,North,Manufacturing,LinkedIn Ads,7,5,Lost,19940
1560,Keller-Caldwell,2024-05-25,South,Manufacturing,LinkedIn Ads,6,12,Qualified,17801
1561,Simpson and Sons,2024-04-02,North,Healthcare,Webinar,8,3,Proposal,8890
1562,"Moore, Frank and Johnson",2025-08-22,West,Manufacturing,Paid Search,4,8,Lost,20904
1563,"Dalton, Dominguez and Howard",2024-05-18,East,Finance,Paid Search,4,11,Qualified,17774
1564,"Taylor, Patel and Dominguez",2024-01-26,South,Technology,Organic Search,10,10,New,9616
1565,"Schwartz, Evans and Sanchez",2025-04-10,South,Finance,Paid Search,4,2,New,24252
1566,Parrish-Haynes,2025-12-29,North,Manufacturing,LinkedIn Ads,7,7,Won,7048
1567,"Warren, Pierce and Garrison",2024-04-03,South,Education,Paid Search,5,10,New,23777
1568,"Shelton, Rogers and Gordon",2025-01-06,South,Manufacturing,LinkedIn Ads,6,10,New,15585
1569,"Hahn, Nicholson and Wright",2025-06-07,North,Retail,Referral,3,3,Proposal,15408
1570,"Marshall, Estrada and Yates",2025-07-17,North,Retail,Paid Search,5,7,Qualified,13983
1571,Alexander Group,2025-08-02,East,Retail,Webinar,8,11,Won,8312
1572,Meyers LLC,2024-05-28,North,Manufacturing,Organic Search,10,1,New,4681
1573,"Murillo, Ellis and Stevens",2025-03-05,South,Manufacturing,Referral,3,2,Qualified,17622
1574,Smith PLC,2024-10-22,North,Healthcare,Webinar,8,4,Proposal,7311
1575,Garcia-Burke,2024-07-26,South,Finance,LinkedIn Ads,6,10,New,3400
1576,"Terrell, Greene and Landry",2025-04-14,South,Education,Referral,3,12,Qualified,20809
1577,"Taylor, Wilson and Gomez",2024-01-06,East,Education,Organic Search,10,9,Proposal,10794
1578,"Davis, Mitchell and Brooks",2024-08-10,North,Education,Referral,3,5,Proposal,17868
1579,Livingston-Rivera,2025-02-23,East,Technology,Organic Search,1,9,Qualified,22664
1580,"Jensen, Acosta and Bowen",2024-01-07,East,Technology,Paid Search,4,9,New,12113
1581,Hall-Johnson,2025-09-26,North,Retail,Organic Search,1,4,Proposal,4602
1582,Hayes-Banks,2024-07-08,East,Manufacturing,Paid Search,5,11,New,14436
1583,Scott-Ford,2024-02-07,East,Healthcare,Paid Search,4,11,New,24856
1584,Terry-Miller,2025-08-14,South,Finance,LinkedIn Ads,7,10,Won,13849
1585,"Yoder, Marshall and Jackson",2024-03-30,South,Education,Webinar,9,10,New,8840
1586,"Murray, Walker and Williams",2024-06-14,North,Technology,Webinar,2,5,Proposal,24657
1587,Jones Group,2025-12-09,South,Technology,Webinar,2,6,Proposal,21421
1588,Brown LLC,2024-06-30,North,Manufacturing,Webinar,8,3,Lost,21971
1589,Williams-Perkins,2025-01-03,North,Healthcare,Paid Search,4,1,Lost,12807
1590,Rojas-Snow,2024-11-26,South,Education,LinkedIn Ads,6,6,Qualified,5217
1591,Graves-Hogan,2025-03-13,East,Healthcare,Webinar,8,9,Won,12595
1592,"Foster, Martinez and Kelly",2025-04-27,North,Manufacturing,Organic Search,1,4,New,11992
1593,Vance-Wright,2024-12-03,North,Technology,Webinar,8,3,Qualified,9876
1594,Ferguson-Lee,2025-12-13,North,Healthcare,Organic Search,1,5,New,6581
1595,Richardson-Kim,2025-08-08,South,Manufacturing,Webinar,2,12,Proposal,20332
1596,Escobar-Zavala,2024-03-30,North,Manufacturing,Webinar,9,4,Qualified,22817
1597,Reed Ltd,2025-12-24,East,Technology,LinkedIn Ads,7,11,New,13370
1598,Mayer Group,2024-09-22,North,Technology,Organic Search,10,4,Qualified,14595
1599,Kelly-Marshall,2024-05-12,South,Education,Webinar,9,10,Proposal,20029
1600,"Thomas, Mcdonald and Arnold",2025-10-09,North,Retail,Webinar,9,7,Qualified,22969
1601,"Melton, Adams and Sweeney",2024-08-26,East,Retail,Organic Search,1,11,Proposal,3051
1602,Oneal-Evans,2024-05-01,South,Manufacturing,LinkedIn Ads,7,10,New,6864
1603,Underwood Inc,2024-07-31,North,Education,Webinar,9,5,Won,16567
1604,"Rose, Huff and Johnson",2024-02-16,East,Technology,Paid Search,5,11,Qualified,23889
1605,"Jones, Murray and Flores",2024-08-05,South,Retail,Webinar,9,2,New,12228
1606,Ford-Smith,2024-09-17,North,Finance,Referral,3,3,Won,12839
1607,"Houston, Garcia and Dalton",2025-06-02,North,Healthcare,Paid Search,5,7,Qualified,6730
1608,"Fleming, Snow and Payne",2025-12-03,South,Education,LinkedIn Ads,6,2,Qualified,21642
1609,Moore PLC,2025-09-22,West,Retail,LinkedIn Ads,6,8,Lost,9357
1610,"Bowman, Stephens and Thompson",2024-12-04,North,Manufacturing,Referral,3,1,Won,18699
1611,Walker Group,2025-04-30,North,Manufacturing,Webinar,8,1,Won,7448
1612,"Gardner, Beck and Krause",2025-05-08,North,Education,Webinar,8,4,New,20595
1613,Wade-Jackson,2024-12-09,West,Education,Organic Search,10,8,Qualified,4835
1614,Love Ltd,2025-06-17,South,Manufacturing,Paid Search,4,10,New,13338
1615,Fisher-Wagner,2025-07-22,South,Retail,LinkedIn Ads,6,6,Qualified,21920
1616,Wells LLC,2025-12-02,East,Finance,LinkedIn Ads,6,11,Qualified,5169
1617,Stanley-Guzman,2024-06-01,East,Healthcare,Referral,3,11,New,14113
1618,Mckee PLC,2025-01-19,South,Retail,Referral,3,2,Proposal,21709
1619,Lewis-Smith,2025-09-12,South,Technology,Webinar,9,12,Qualified,6828
1620,"Thomas, Wolfe and Malone",2024-11-11,North,Finance,Organic Search,1,3,Proposal,4036
1621,Sawyer Inc,2024-10-05,North,Education,LinkedIn Ads,6,7,Qualified,10787
1622,"Dyer, Mills and Collins",2025-01-15,North,Finance,Webinar,9,7,Qualified,10082
1623,Nelson-Frazier,2025-06-21,North,Healthcare,LinkedIn Ads,6,4,Qualified,15262
1624,Romero Inc,2024-02-08,South,Healthcare,Organic Search,1,2,Won,17541
1625,Johnson and Sons,2025-06-02,West,Education,Webinar,2,8,New,19385
1626,Maldonado PLC,2024-06-06,South,Education,Organic Search,1,2,New,20158
1627,Estrada Inc,2024-11-13,South,Retail,Referral,3,12,Won,6219
1628,"Lewis, Rosales and Duncan",2025-06-12,South,Retail,Referral,3,2,Proposal,9723
1629,"Ray, Smith and Aguirre",2024-02-07,North,Manufacturing,Paid Search,4,1,Qualified,20116
1630,"Forbes, Allen and Murray",2024-04-28,North,Healthcare,Webinar,9,3,New,22473
1631,Poole Inc,2024-03-30,West,Healthcare,Webinar,2,8,Qualified,6378
1632,"Andrews, Chang and Fischer",2025-06-17,South,Manufacturing,Webinar,9,6,Won,13239
1633,Schmitt and Sons,2024-01-24,North,Finance,Organic Search,1,3,Proposal,23933
1634,"Sellers, Davis and Daniels",2024-08-02,East,Retail,LinkedIn Ads,7,9,Qualified,12390
1635,Nicholson-King,2024-10-10,South,Education,Organic Search,10,10,Qualified,24991
1636,"Fields, Wright and Ross",2024-04-30,East,Retail,Webinar,2,11,New,11966
1637,Reed LLC,2024-04-27,East,Technology,Webinar,2,11,New,21337
1638,Chavez LLC,2025-06-10,North,Technology,Paid Search,5,5,New,14479
1639,"Bailey, Bailey and Everett",2025-07-16,North,Retail,Webinar,9,5,Qualified,12282
1640,Matthews-Payne,2025-08-10,North,Healthcare,Webinar,8,4,New,13203
1641,Dunlap and Sons,2025-09-19,North,Technology,Webinar,8,5,Won,17537
1642,Gonzalez and Sons,2024-02-21,East,Education,Paid Search,5,9,New,4653
1643,Gibbs and Sons,2024-04-18,South,Healthcare,Referral,3,12,Qualified,16974
1644,Hernandez PLC,2025-02-05,South,Technology,LinkedIn Ads,7,6,New,22423
1645,Morales-Ramos,2025-10-06,South,Manufacturing,Webinar,8,12,Won,17609
1646,Nelson LLC,2025-09-23,South,Finance,Webinar,2,2,Qualified,9492
1647,"Johns, Hall and Gamble",2025-12-31,North,Technology,Referral,3,7,Won,5573
1648,Black PLC,2025-04-21,South,Healthcare,Webinar,2,10,Proposal,18344
1649,Bowman-Lewis,2024-04-09,South,Manufacturing,Webinar,2,10,Qualified,24116
1650,Bray PLC,2025-12-28,North,Education,Referral,3,3,Won,10592
1651,Lee-Reynolds,2024-08-17,East,Technology,Webinar,2,11,New,11455
1652,Moreno-Dawson,2025-01-07,South,Manufacturing,Referral,3,12,Qualified,24796
1653,"Gates, Livingston and Lee",2024-12-04,East,Finance,Referral,3,11,Won,17853
1654,"Allen, Harris and Benson",2025-05-14,North,Education,Webinar,2,7,New,6699
1655,"Johnson, Schmidt and Torres",2024-12-25,West,Retail,Paid Search,4,8,Qualified,12249
1656,Foster-Mcdonald,2024-12-22,South,Retail,LinkedIn Ads,6,12,Proposal,19644
1657,Lee and Sons,2024-04-15,East,Manufacturing,Organic Search,1,9,Qualified,6505
1658,Lopez-Salazar,2024-11-29,West,Healthcare,LinkedIn Ads,6,8,Proposal,12899
1659,Potter Ltd,2025-06-29,North,Technology,LinkedIn Ads,7,7,Qualified,16547
1660,"Foster, Bennett and Lyons",2024-09-01,South,Technology,LinkedIn Ads,7,6,Proposal,8210
1661,Murphy-Schroeder,2025-05-08,South,Finance,Webinar,2,12,Qualified,9823
1662,Hunter-Phillips,2025-12-11,South,Education,Organic Search,10,6,Proposal,21586
1663,Smith Ltd,2024-12-16,North,Retail,Webinar,2,5,Qualified,8671
1664,Taylor Ltd,2025-11-09,South,Manufacturing,LinkedIn Ads,6,6,Proposal,21815
1665,Flowers-Stanley,2025-05-13,South,Technology,LinkedIn Ads,7,10,New,18168
1666,"Wells, Wagner and Frost",2024-11-29,West,Education,LinkedIn Ads,7,8,Proposal,8772
1667,Miller-Richardson,2024-11-11,North,Healthcare,Organic Search,1,7,Lost,22603
1668,Ward-Baxter,2024-04-21,North,Technology,Organic Search,1,7,Proposal,15416
1669,Bradley-Hernandez,2024-12-01,South,Manufacturing,Organic Search,1,2,Qualified,5014
1670,Gutierrez-Mullins,2024-04-02,West,Retail,LinkedIn Ads,7,8,New,22030
1671,Johnson-Sims,2025-10-13,West,Retail,LinkedIn Ads,6,8,Won,24655
1672,"Lewis, Castillo and Johnson",2024-06-01,North,Finance,Paid Search,5,5,Qualified,15778
1673,Rice-White,2025-09-22,North,Retail,Organic Search,10,4,Proposal,9739
1674,"Rose, Smith and Powell",2025-11-28,North,Finance,Organic Search,10,3,Won,21686
1675,"Williams, Dean and Wiggins",2025-11-26,East,Education,LinkedIn Ads,6,9,Qualified,14280
1676,Anderson Inc,2024-04-01,West,Technology,Webinar,8,8,Proposal,19725
1677,James LLC,2025-02-17,North,Finance,Webinar,2,5,Won,5045
1678,Oconnor Ltd,2025-01-13,South,Healthcare,Webinar,9,10,Lost,3027
1679,"Wolf, Flores and Simmons",2025-12-21,West,Finance,Webinar,2,8,Proposal,6594
1680,Fernandez and Sons,2024-10-15,North,Retail,LinkedIn Ads,6,1,Won,17146
1681,Fox-Washington,2025-12-20,East,Manufacturing,LinkedIn Ads,7,11,Proposal,13424
1682,Levy-Reynolds,2025-12-29,East,Education,LinkedIn Ads,7,11,Qualified,17260
1683,"Strickland, Gilbert and Bishop",2025-07-12,South,Retail,Referral,3,10,New,18560
1684,Palmer-Roman,2024-05-22,North,Education,LinkedIn Ads,6,3,New,14805
1685,"Harmon, Taylor and Lee",2025-03-03,North,Manufacturing,Referral,3,4,New,7113
1686,"Montgomery, Walsh and Rivera",2024-05-17,North,Manufacturing,Webinar,2,5,New,3514
1687,"Houston, Porter and Thomas",2024-05-27,North,Education,Referral,3,7,Proposal,24558
1688,"Scott, Dickerson and Lopez",2025-03-23,North,Retail,Webinar,2,3,Lost,5774
1689,"Adams, Ward and Hartman",2024-05-20,South,Education,Paid Search,5,12,Proposal,17943
1690,Hill and Sons,2025-12-13,North,Education,Paid Search,4,3,Proposal,23422
1691,Estrada-Chen,2024-07-03,North,Education,LinkedIn Ads,7,7,Qualified,21089
1692,Jordan-Lara,2025-04-05,North,Retail,Webinar,2,5,Qualified,9088
1693,"Carlson, Mills and Casey",2025-03-10,South,Technology,Paid Search,5,12,Proposal,19323
1694,Mitchell Ltd,2024-08-30,South,Finance,Webinar,9,12,Proposal,16462
1695,Smith Inc,2025-07-13,South,Healthcare,Organic Search,10,12,Proposal,4240
1696,Brown-Martinez,2025-08-04,North,Finance,LinkedIn Ads,6,4,Qualified,6708
1697,Duke-Willis,2025-08-17,North,Manufacturing,Organic Search,10,4,Qualified,5623
1698,"Hall, Williams and Parker",2024-05-25,South,Technology,Paid Search,4,6,Proposal,12156
1699,"Robinson, Garcia and Johnson",2025-04-21,West,Technology,Webinar,8,8,Qualified,22990
1700,"Henry, Benton and Gonzalez",2024-03-31,West,Manufacturing,LinkedIn Ads,6,8,New,24749
1701,Tucker Ltd,2025-11-15,East,Manufacturing,Referral,3,11,New,20668
1702,"Williams, Wood and Jackson",2025-08-16,East,Healthcare,Referral,3,9,Qualified,14257
1703,Roman Inc,2025-07-01,East,Education,Webinar,8,9,Won,17877
1704,"Diaz, Rhodes and Velasquez",2025-06-08,North,Technology,Webinar,2,5,Lost,13863
1705,"Cooper, Sanchez and Richardson",2025-03-07,North,Finance,LinkedIn Ads,6,1,Qualified,12476
1706,Owens-Ruiz,2024-06-20,West,Technology,Paid Search,4,8,New,12963
1707,Bishop Ltd,2025-07-31,North,Manufacturing,Organic Search,10,1,New,18504
1708,Kim and Sons,2025-08-15,East,Healthcare,LinkedIn Ads,6,11,New,24506
1709,Rivera-Guzman,2024-10-25,North,Technology,LinkedIn Ads,6,5,Won,3894
1710,Jackson-Lara,2024-10-20,South,Retail,Webinar,9,12,Qualified,19567
1711,"Farley, Singh and Barnes",2024-03-19,South,Finance,Webinar,8,2,Won,11259
1712,Molina-Roberts,2024-05-15,North,Finance,LinkedIn Ads,7,1,Proposal,11419
1713,"Harris, Smith and Henderson",2024-01-15,West,Technology,LinkedIn Ads,6,8,Proposal,8721
1714,Kennedy LLC,2025-08-28,East,Manufacturing,LinkedIn Ads,7,11,Proposal,17635
1715,Blevins Inc,2025-01-13,West,Finance,Webinar,2,8,Won,10739
1716,Williams-Jackson,2025-05-11,North,Technology,LinkedIn Ads,6,7,New,4084
1717,"Flores, Davidson and Norris",2024-12-17,South,Retail,Paid Search,4,2,Lost,22514
1718,"Brandt, Estrada and Zuniga",2024-06-06,East,Education,Webinar,8,9,Won,15555
1719,Weaver Ltd,2024-08-31,East,Manufacturing,Organic Search,10,9,Proposal,23892
1720,Mcbride Group,2024-06-20,East,Manufacturing,Organic Search,10,11,New,14307
1721,"Norris, Duncan and Johnson",2024-02-25,North,Healthcare,Webinar,2,7,Proposal,4721
1722,Norman Ltd,2024-06-20,North,Education,Webinar,8,7,Qualified,12875
1723,Harrison-Chen,2025-05-02,East,Technology,Paid Search,5,11,Proposal,10656
1724,"Cox, Kennedy and Perez",2025-01-23,North,Education,Paid Search,4,7,Proposal,18551
1725,"Hendrix, Howard and Walker",2024-09-25,South,Education,Referral,3,10,New,3388
1726,Williams PLC,2024-10-22,South,Education,Webinar,9,2,Lost,15517
1727,Jackson-Gonzales,2025-11-25,South,Technology,Organic Search,1,10,Qualified,4344
1728,"Garcia, Foster and Edwards",2024-04-09,West,Manufacturing,Referral,3,8,Lost,14594
1729,Marks Inc,2025-03-18,North,Manufacturing,Webinar,9,5,Proposal,11932
1730,Obrien-Clark,2024-12-09,South,Healthcare,LinkedIn Ads,7,2,New,11367
1731,Allen-Rodriguez,2025-11-01,North,Education,Paid Search,4,7,Proposal,10923
1732,"Martin, Taylor and Ellis",2025-11-19,South,Retail,Webinar,8,2,Proposal,20037
1733,"Knight, Johnson and Contreras",2024-12-11,North,Retail,Webinar,9,4,Proposal,13265
1734,Gray-Young,2025-07-14,South,Healthcare,Webinar,2,6,New,5226
1735,"Wang, Palmer and Moran",2024-01-13,East,Technology,Webinar,8,9,Qualified,6404
1736,Fernandez-Cruz,2025-12-02,North,Retail,Paid Search,4,4,Qualified,12283
1737,Williams Group,2024-09-14,South,Healthcare,Referral,3,6,New,23296
1738,Hughes and Sons,2024-04-04,North,Technology,Paid Search,5,1,New,24515
1739,"Dominguez, Webb and Chandler",2024-08-10,North,Manufacturing,Organic Search,10,4,Lost,6990
1740,"Yu, Schultz and Reyes",2025-12-26,North,Healthcare,Paid Search,5,4,Lost,22814
1741,"Simpson, Reid and Hoover",2024-05-13,South,Manufacturing,Paid Search,4,12,Qualified,21548
1742,"Thomas, Bell and Torres",2024-07-08,North,Manufacturing,LinkedIn Ads,7,3,Won,9037
1743,Gomez LLC,2024-09-16,North,Manufacturing,Organic Search,1,4,New,5481
1744,Barton Group,2025-10-16,North,Finance,Organic Search,1,7,Qualified,16991
1745,Juarez-Flores,2025-12-09,East,Finance,LinkedIn Ads,6,11,Lost,11432
1746,"Bean, Nguyen and Hernandez",2024-06-14,South,Finance,Referral,3,12,Won,5044
1747,"Waller, Lewis and Gallagher",2025-01-26,South,Healthcare,Webinar,2,2,Qualified,11461
1748,"Gallegos, Hernandez and Park",2024-09-28,East,Healthcare,Paid Search,5,9,New,19112
1749,Baldwin-Robinson,2024-07-24,East,Retail,Organic Search,10,11,Proposal,24151
1750,Gibbs PLC,2025-05-18,South,Technology,Webinar,9,2,New,17131
1751,Garza LLC,2024-08-11,South,Healthcare,Webinar,8,12,Proposal,17469
1752,Garcia-Schwartz,2024-09-22,East,Healthcare,LinkedIn Ads,6,9,New,5307
1753,Allen and Sons,2025-08-08,North,Education,Referral,3,3,Proposal,3614
1754,White Inc,2025-05-24,South,Manufacturing,LinkedIn Ads,6,2,New,3028
1755,"Allen, Davis and Mercado",2024-02-08,North,Finance,Paid Search,4,1,Proposal,7967
1756,Horn-Sanchez,2025-12-17,North,Education,LinkedIn Ads,7,7,Qualified,21829
1757,Sparks-Bradley,2024-01-04,North,Education,Webinar,9,5,Qualified,18667
1758,Stout-Weaver,2025-03-22,South,Manufacturing,LinkedIn Ads,6,10,Qualified,5297
1759,White Inc,2025-07-07,South,Education,LinkedIn Ads,6,6,New,18796
1760,Cardenas-Moore,2024-05-04,East,Finance,Paid Search,4,11,Proposal,13926
1761,Green LLC,2025-11-29,South,Healthcare,Referral,3,6,Qualified,23718
1762,"Ali, Decker and Boone",2025-10-24,North,Technology,Paid Search,5,5,New,14143
1763,Parker-Smith,2024-03-23,West,Finance,Paid Search,4,8,Won,24226
1764,"Lewis, Gonzalez and Kramer",2024-07-26,North,Healthcare,Paid Search,5,7,New,15588
1765,Smith-Andrews,2025-11-07,West,Manufacturing,Webinar,9,8,New,15782
1766,Maddox PLC,2024-04-19,South,Finance,LinkedIn Ads,6,6,Proposal,18941
1767,Lee Ltd,2024-03-27,North,Education,LinkedIn Ads,7,7,Won,9208
1768,Washington-Lawson,2024-05-23,East,Healthcare,LinkedIn Ads,7,9,New,22429
1769,Diaz-Powell,2024-09-01,South,Healthcare,Referral,3,2,Qualified,20712
1770,Savage-Craig,2025-10-20,South,Technology,Webinar,2,10,Qualified,17722
1771,"Mullins, Austin and Chavez",2024-01-17,East,Healthcare,Webinar,2,9,New,14066
1772,Reyes Ltd,2024-02-13,South,Retail,Paid Search,5,2,Qualified,24425
1773,Hale LLC,2025-11-14,West,Manufacturing,Referral,3,8,Qualified,20582
1774,Parker Inc,2024-06-01,East,Retail,Webinar,8,9,Proposal,5360
1775,"Rich, Perez and Silva",2024-02-07,South,Education,Organic Search,10,12,Proposal,24424
1776,Miller Group,2024-01-20,East,Technology,Paid Search,4,9,Qualified,4500
1777,"Thomas, Tyler and Sanchez",2024-09-05,North,Retail,Paid Search,4,4,Proposal,3470
1778,Alvarez LLC,2024-06-25,East,Finance,Paid Search,5,9,Proposal,6188
1779,"Gonzalez, Martin and Davenport",2025-04-12,North,Technology,Webinar,8,7,Proposal,5095
1780,"Ellis, Sherman and Nelson",2024-04-18,South,Technology,Organic Search,1,12,New,23172
1781,Smith-Lee,2024-08-13,South,Retail,Webinar,8,12,New,16966
1782,Hall Inc,2024-12-11,East,Manufacturing,Webinar,9,9,Won,16173
1783,"Orr, Moon and Gonzalez",2024-11-28,North,Manufacturing,Referral,3,7,New,21873
1784,Johnson and Sons,2025-07-12,South,Retail,Paid Search,4,12,New,4493
1785,Richardson-Ingram,2025-08-30,South,Healthcare,Webinar,9,6,New,6956
1786,"Brown, Thomas and Chapman",2024-10-07,West,Education,Organic Search,10,8,New,8506
1787,"Hansen, Castro and Williams",2025-12-14,North,Retail,Webinar,8,5,Qualified,17374
1788,Smith-Williams,2024-09-06,West,Healthcare,Webinar,9,8,Lost,7370
1789,Lewis Group,2024-04-12,North,Manufacturing,Webinar,9,3,Won,23068
1790,Blake-Patel,2025-01-20,East,Healthcare,Referral,3,11,Won,18956
1791,"Anderson, Tucker and Collins",2024-03-23,East,Retail,Organic Search,10,11,New,5920
1792,Contreras Group,2025-12-24,North,Finance,Webinar,2,4,Proposal,16638
1793,"Rose, Chandler and Chang",2025-12-11,South,Education,Paid Search,4,6,Won,7158
1794,Manning Group,2024-07-30,West,Finance,Organic Search,1,8,New,20140
1795,Flowers-Davis,2025-04-06,South,Retail,Webinar,8,2,Qualified,23006
1796,Kidd-Matthews,2025-12-09,East,Retail,Organic Search,1,9,New,19380
1797,"Shepherd, Stein and Harrison",2025-09-18,North,Manufacturing,Referral,3,7,Lost,12869
1798,Guerra Inc,2024-12-22,East,Technology,LinkedIn Ads,7,11,Qualified,10721
1799,Humphrey-Costa,2024-07-15,South,Technology,Paid Search,5,10,New,6135
1800,Anderson Ltd,2025-09-25,South,Technology,Organic Search,1,12,Qualified,19631
1801,Thomas-Watkins,2024-08-12,South,Manufacturing,Webinar,8,2,Qualified,24604
1802,"Delacruz, Turner and Daniel",2024-08-01,East,Retail,Organic Search,1,9,New,6692
1803,"Mckenzie, Bennett and Hayden",2024-06-01,North,Education,Organic Search,1,1,Proposal,19302
1804,"Boone, Armstrong and Spencer",2024-06-29,East,Healthcare,LinkedIn Ads,7,9,New,4770
1805,Burton-Carlson,2025-10-22,East,Retail,Webinar,8,9,Qualified,17243
1806,Guerrero Inc,2024-09-14,North,Education,Organic Search,1,3,Qualified,4419
1807,Kim-Winters,2024-04-16,West,Technology,Webinar,2,8,Proposal,8763
1808,Richards-Lewis,2024-06-10,South,Education,Webinar,2,2,Won,19872
1809,Carney Inc,2024-04-28,North,Retail,Organic Search,10,5,New,17575
1810,Lowery-Zamora,2025-08-29,South,Education,Paid Search,5,6,Proposal,9512
1811,Harmon Group,2025-11-24,South,Retail,Organic Search,10,2,Won,6608
1812,"Stevenson, Leon and Thomas",2024-11-29,South,Retail,Paid Search,5,6,New,16519
1813,"Anderson, Rogers and Gonzalez",2024-07-23,North,Retail,Organic Search,1,7,Qualified,5409
1814,Martin Ltd,2025-04-27,North,Healthcare,Webinar,9,3,Proposal,17282
1815,Cooley LLC,2024-05-28,North,Technology,Paid Search,4,7,New,17909
1816,"Lang, Herrera and Avery",2024-07-01,West,Retail,Webinar,2,8,Qualified,17999
1817,"Duncan, Marshall and Cooper",2024-07-17,North,Finance,Referral,3,5,Proposal,9626
1818,Carroll-Padilla,2024-12-09,North,Manufacturing,Paid Search,5,3,New,21634
1819,Mccoy-Russell,2024-03-02,North,Healthcare,Paid Search,4,7,New,18254
1820,Thomas-Davis,2025-04-14,North,Finance,Organic Search,1,4,Qualified,10204
1821,"Mckay, Bryan and Knight",2024-10-29,North,Manufacturing,LinkedIn Ads,6,4,Proposal,23038
1822,"Cook, Kelley and Walker",2024-06-23,North,Technology,LinkedIn Ads,7,5,Proposal,10526
1823,"Rosario, Oneill and Johnson",2024-03-29,North,Technology,Paid Search,5,7,Qualified,19030
1824,Bell Group,2024-08-09,North,Education,Webinar,8,1,Proposal,12147
1825,Padilla Inc,2024-01-15,North,Manufacturing,Webinar,2,7,Proposal,11082
1826,Duncan and Sons,2024-09-10,North,Technology,Webinar,8,1,Qualified,10287
1827,"Aguilar, Griffith and Castillo",2025-08-28,West,Technology,Referral,3,8,Lost,3166
1828,"Perry, Perkins and Hubbard",2025-03-03,South,Healthcare,LinkedIn Ads,6,2,Lost,18422
1829,Young Group,2025-05-31,North,Technology,LinkedIn Ads,7,5,New,15921
1830,Weaver Ltd,2025-05-05,North,Manufacturing,Webinar,8,7,Won,6211
1831,Prince-Stokes,2025-04-08,South,Healthcare,Webinar,9,12,Qualified,21300
1832,Mckee-Cochran,2024-01-13,North,Education,Organic Search,10,7,Proposal,10143
1833,Black-Brown,2024-05-15,South,Retail,Paid Search,4,6,Qualified,24221
1834,"Sanchez, Acevedo and Hartman",2024-04-02,South,Manufacturing,Organic Search,1,2,New,12988
1835,Porter-Jackson,2024-06-14,South,Technology,Webinar,8,12,Proposal,22125
1836,"Herman, Ochoa and Richardson",2024-01-25,South,Education,Paid Search,5,6,Lost,7542
1837,Hopkins-Robinson,2025-12-21,South,Finance,Webinar,9,6,Qualified,23539
1838,"Ramos, Hood and Bell",2025-04-20,North,Healthcare,Referral,3,5,Proposal,23555
1839,"Murray, Dennis and Thomas",2024-03-13,North,Manufacturing,Organic Search,1,7,Qualified,13908
1840,Harvey-Pierce,2025-06-27,East,Education,Webinar,8,11,New,11840
1841,Crane-Carter,2025-12-15,South,Technology,Webinar,8,12,Lost,21849
1842,"Green, Kelley and Griffin",2024-07-31,South,Healthcare,Webinar,8,6,Won,23331
1843,"Leonard, Williams and Solis",2024-12-09,East,Healthcare,Paid Search,4,11,Proposal,19866
1844,"Page, Johnson and Wilson",2025-11-21,North,Healthcare,LinkedIn Ads,6,3,Qualified,6636
1845,Gonzalez and Sons,2025-01-27,West,Technology,Organic Search,1,8,Qualified,4339
1846,"Sharp, Dougherty and Lane",2025-01-09,North,Manufacturing,LinkedIn Ads,6,1,Qualified,21310
1847,Mack Group,2025-12-22,North,Manufacturing,Paid Search,4,7,New,9708
1848,Carey-Glass,2024-05-21,South,Retail,Paid Search,5,6,Lost,20682
1849,Johnson Ltd,2024-04-26,West,Manufacturing,LinkedIn Ads,6,8,Proposal,22009
1850,Garcia PLC,2025-12-20,South,Manufacturing,Organic Search,10,12,New,10387
1851,Carroll Group,2024-11-24,South,Finance,Paid Search,5,2,Qualified,19500
1852,"Payne, Washington and Curry",2025-11-27,North,Healthcare,Paid Search,5,4,Qualified,5076
1853,Hall-Barber,2025-01-16,South,Education,Webinar,9,6,Qualified,19431
1854,"Conrad, Daniels and Gilbert",2025-06-23,North,Education,LinkedIn Ads,6,5,Won,20429
1855,Murphy-Gordon,2025-11-25,South,Finance,Organic Search,1,10,Won,17810
1856,"Murphy, Baker and Walker",2025-09-27,North,Manufacturing,Referral,3,7,Qualified,5150
1857,Payne Inc,2024-07-11,North,Education,Organic Search,1,7,Won,5860
1858,Mullins-Horn,2024-03-23,South,Retail,Webinar,8,10,Qualified,12449
1859,"Summers, Wolf and Wade",2024-03-19,North,Finance,Webinar,2,3,New,6670
1860,Smith-Conley,2025-12-14,West,Retail,Organic Search,1,8,New,9693
1861,Wright Inc,2025-06-17,East,Healthcare,LinkedIn Ads,7,11,Lost,12606
1862,"Church, Byrd and Santos",2025-03-02,South,Technology,Paid Search,5,10,Lost,7326
1863,Long Inc,2025-04-30,North,Education,Organic Search,1,4,Qualified,24125
